1;21;W;R
2;22;W;L
3;20;W;R
4;26;W;R
5;23;M;R
6;34;M;R
7;20;W;R
8;21;W;R
9;25;M;R
10;30;M;R
11;22;W;R
12;20;M;R
13;19;M;R
14;21;M;R
15;21;W;R
16;29;M;R
17;23;W;R
18;22;W;R
19;18;W;L
20;20;W;R
